9.19353496823981e-06	0.000187280906963965	4.57614811863081e-05	0.000115134624805073	5.93576241691278e-05	0.000883035260306171	3.98341673980888e-05	0.000257865288407415	4.19253924187863e-05	4.01881751765818e-05	3.343374445437e-05	5.30195516607425e-06	1.75738424962679e-05	5.53377961498991e-05	1.87301796170905e-05	6.20996984938127e-06	2.92907168111598e-05	1.61689374650239e-05	0.000189899374074929	2.50037529965649e-05	0.000108612987493536	6.17938426570455e-05	0.000991830652859305	4.36976386663746e-05	0.000258561341817293
9.20887779261876e-06	8.0367031627658e-05	0.000106517710485034	7.63744450665059e-05	7.24775772362497e-05	0.000370791607113174	7.54744638005964e-05	2.43838770932864e-05	3.02108598338018e-05	2.91680929014007e-05	4.42551993203659e-05	5.99546497672179e-05	6.0988115809712e-05	4.69166488423633e-05	2.53681661830806e-05	5.12460835106659e-05	1.53075079487738e-05	9.30724261963556e-06	8.37584381876573e-05	0.000106754793041226	7.85870323532775e-05	7.19076191621929e-05	0.000399632527081833	7.56930089645065e-05	3.99243233811275e-05
2.81108675897022e-05	0.000678737565461149	5.10670998543451e-05	0.000115110137129632	8.6710381656458e-05	0.000331022725225387	0.000121935048863305	8.39380857822809e-05	1.97588410569944e-05	1.78304293962802e-05	1.06436744507087e-05	2.34669681210292e-05	2.59781449494589e-05	3.16705505881712e-05	1.15764960641341e-05	5.45771422510812e-05	2.12341149049728e-05	4.71442158166846e-05	0.000678928685566374	3.77163622192253e-05	0.000113703834671809	9.39889675842071e-05	0.000137240852760103	0.000116853465384121	8.13156251448532e-05
8.75665370951661e-05	0.000105963124508812	7.16593127702492e-05	1.8549725628238e-05	6.03528440279971e-05	0.00105770373892884	0.000193145305537192	0.000147048320219166	5.99997091235261e-05	7.69397875475372e-06	7.38663164770903e-05	3.29855185440423e-05	4.61915906044117e-05	2.36961879443953e-05	3.73292385398714e-05	9.13527039744055e-05	4.33805293364982e-05	0.000117378180199498	4.57692066265606e-05	6.12265317104418e-05	3.40347142918458e-05	6.08247706444087e-05	0.00103971218340505	0.000178039064243413	0.000138802329593637
2.62879668929491e-05	4.33613890402464e-05	1.88879741008055e-05	3.12777276007995e-05	4.57658831808392e-05	0.000466362180362081	7.56914305777448e-05	0.000160557726838318	7.47759339825638e-05	1.22356451304539e-05	9.82943538586088e-06	3.48689314318976e-06	1.07435014161868e-05	1.97856759409893e-05	2.20463846617359e-05	3.92197217103791e-05	2.59075747824507e-05	2.98357271524889e-05	0.000106376370175773	1.99845952697296e-05	3.12977109414928e-05	4.57670086802778e-05	0.000391940149514146	7.89227250669905e-05	0.000154993212707082
1.88074336145888e-05	8.62274725153987e-05	5.17977825126829e-05	1.77768648122167e-05	3.59547641825696e-05	0.000263063544607751	9.66412658269918e-05	0.000148000603210885	2.30608070367787e-05	5.75782157522565e-05	1.53385015884854e-05	4.72202839533394e-06	7.10136409153279e-05	5.08550577024525e-05	9.93788857400614e-06	5.03454424871804e-05	1.06273519939336e-05	2.01836195704069e-05	0.000100297082131389	5.58714672874179e-05	2.00902052421366e-05	3.59419859686311e-05	0.000235951492726446	8.22310132619038e-05	0.000148229142084742
1.92711333872929e-05	0.000150734647334502	1.9205577369279e-05	2.2695299767243e-05	2.22588402757778e-05	0.00024894394061219	7.96316682389232e-05	0.000115132232864705	3.4604232500406e-05	1.8245467969622e-05	2.2105478745691e-05	1.58485062528228e-05	2.63189978865825e-05	2.06557328187505e-05	1.65613759862911e-05	4.14921611641625e-05	1.61773780558348e-05	2.37536935388979e-05	0.000186278869772052	1.46065267742236e-05	1.30935195600064e-05	1.93018374876309e-05	0.000255535110339817	6.36736667395935e-05	0.000112301801736288
1.94552323253507e-05	0.000219780035643507	9.50692707236243e-06	1.99110712779527e-05	1.54864841288158e-05	0.000365671367082484	0.000101361549430209	0.000120727553700637	8.18902807192794e-05	2.54366367269503e-05	7.83682501924433e-05	1.48074669053193e-05	4.81380336845879e-05	2.11663272888601e-05	1.53225666183007e-05	4.57843209160334e-05	4.14248823310963e-05	2.0661652141518e-05	0.000264485212437057	1.02111309525196e-05	1.95526229031418e-05	1.43507101202039e-05	0.000399892997609559	9.0456288607078e-05	9.83987170728442e-05
4.31758190246277e-05	0.0001989560086973	2.21302086588261e-05	1.19538281126238e-05	2.37162634847519e-05	0.00025360911081542	0.000124012397764986	0.000140218577449144	6.09125449015467e-05	1.56350319773698e-05	2.65965161975806e-05	3.03495461415875e-05	3.02194129887055e-06	6.49339852053424e-05	5.3821369946105e-05	4.23151977894292e-05	2.50913156606962e-05	4.1366895404422e-05	0.000193013323757687	3.35528319866523e-05	1.84918008729555e-05	3.43961644185295e-05	0.000250620237791117	0.000127451581078178	0.000121643797936978
8.80797559567817e-05	0.000217192827094073	1.73773750270278e-05	1.21166958970044e-05	2.02119492428663e-05	0.000217186355952416	0.000102322061424616	0.000169243170429792	5.18725697984337e-05	7.11532729359852e-05	2.50670021102214e-05	9.81463595116615e-06	8.9746776582416e-05	2.93827306746737e-05	6.11549417785949e-05	4.86224396843711e-05	3.21487923760177e-05	6.95528745630515e-05	0.000209050826793168	1.8351454203956e-05	1.24733363435547e-05	2.76635827249912e-05	0.000207761324819905	0.000104089195730115	0.00014106136525151
0.000115422310640218	0.000240233299046354	2.15362408718119e-05	7.16060254948126e-05	3.71318839451184e-05	0.000177247621768943	6.6278744961144e-05	0.000201516190972549	6.62794348085533e-05	9.18926975480285e-05	2.55845710754415e-05	7.06810915316649e-06	4.02250113937599e-05	8.86882064863815e-05	4.69612318054496e-05	3.32892083727804e-05	3.75894403283208e-05	9.83403456774429e-05	0.000238838923470993	2.19722329215922e-05	5.65231923107541e-05	2.78562144419876e-05	0.000175855302854412	0.000100290035411816	0.000168224924253058
0.000103421162772393	0.000682067133569373	5.37448007870677e-05	0.000141482152646715	3.21505025826989e-05	0.000379952813369168	0.000156080801140594	0.000182716917552275	6.38847061890549e-05	0.000113355429146621	3.50393318757479e-05	2.39457892737648e-05	4.44537794926146e-05	0.000243653771639541	3.28959608019208e-05	0.000146132104819937	2.46327133348292e-05	9.13749828201033e-05	0.000687381970664218	7.85604233286273e-05	9.8486809542908e-05	2.79338491653661e-05	0.000328947241279296	0.000156774539996502	0.00014248544874466
