-9.02378510679915e-06	3.24141706826116e-05	1.79946201894444e-06	1.33812288884512e-05	7.32585749844632e-07	6.37776061613866e-06	4.02800536987157e-06	2.14170361289094e-05	2.11233987255768e-06	7.35704055886822e-06	-4.72679631189401e-06	-2.30380196512955e-05	1.92396033547011e-05	2.64055099617218e-05	-4.33588957363531e-05	1.82158189841367e-05	6.35644839468263e-05	9.34053192388929e-05	9.99933337773713e-05	9.3306544714913e-05	-1.81808207510317e-05	4.38913994652932e-05	NaN	8.53274618342843e-05	6.78380087631086e-05	0.00010020468258926	0.000265607996975414	3.91606071057982e-05	-8.08703532334411e-07	-3.99671799897937e-06	NaN	3.03590154163925e-05	-9.97290658911045e-06	1.68059489484298e-05	3.41287368784244e-05	2.70589220623853e-05	6.39789752707962e-05	5.42988686977011e-05	6.09981303890342e-05	0.000105552412618213	7.40020481615565e-05	-7.02160695797672e-07	NaN	1.53157447386518e-05	NaN	NaN	3.65461381087618e-06	3.40384693844842e-05	3.50151592840555e-05	2.73903779237505e-05	6.26985061996876e-06	3.95394326884563e-06	1.98417457454588e-06	0.000124999171359339	6.67128931739455e-05	1.87924002040402e-05	0.00142186181132934
-6.08885179385051e-06	1.06340027171656e-05	-1.77624411285372e-06	1.7174121369275e-05	5.25697140014201e-06	1.24365976949636e-05	7.03219403098763e-06	1.94613056097281e-05	6.93145713402898e-06	2.43494710812198e-06	-4.94062735998366e-06	-1.11647118599514e-05	3.59640626262855e-05	2.70512832706989e-05	-3.4093949058048e-05	1.79597626752869e-05	7.90267442403498e-05	0.000103335036862693	0.000105895221720974	0.000111579604236197	-5.72313968050447e-06	7.62336287771858e-05	1.84043322748676e-05	8.02063443261426e-05	6.49979872009244e-05	0.000166341005004404	0.000292560929118683	4.84412377541105e-05	-5.19543837463723e-07	5.15746052129302e-06	3.86473364924321e-06	3.54180382775042e-05	-1.32213093664599e-05	2.34819594966792e-05	3.90558578360886e-05	3.49132747286397e-05	8.9784539555766e-05	0.000119325658097567	5.55531258578826e-05	0.000219912132042663	0.000137300100615672	2.50400492661335e-06	2.28077996813195e-06	1.88186407077089e-05	1.35026382442269e-05	3.31313410801424e-06	3.69721121109233e-06	1.11502688600425e-05	5.85454034262461e-05	4.25542072156807e-05	6.903746749711e-06	1.86678978747955e-06	-2.50226851665054e-06	0.000155182909862035	6.95139517194771e-05	2.3652363467583e-05	0.00294017757833888
2.92468018237233e-06	3.85286496470017e-07	-5.32807560034349e-06	1.22911825603943e-05	1.88417964429711e-05	2.00737806397317e-05	9.11074870627583e-06	1.70464611741855e-05	1.27375215666675e-05	-2.31230164924457e-06	-6.06003798739247e-07	2.44348375818149e-05	4.56613625582004e-05	3.12311138054934e-05	-2.8429872536801e-05	1.79660112559723e-05	9.85266550216714e-05	0.000110602997045325	0.000113969589773482	0.000117106145039583	1.05898984365341e-05	0.00015437685679181	1.35243925867151e-06	8.71679710607958e-05	5.77602825507573e-05	0.000196414005224969	0.00042876645164115	5.7950941015565e-05	1.38384106173174e-06	1.25732075463703e-05	8.18625665077597e-06	3.719277660313e-05	-3.99282611573354e-06	2.76476584672078e-05	4.23610662295773e-05	4.084997876344e-05	9.76104737622611e-05	0.000163443913536791	6.53758796945066e-05	0.000301439138565057	0.000172870014276382	5.63313342530509e-06	3.25892844775721e-06	2.22301317248948e-05	2.23553389682747e-05	4.74136294343225e-06	8.62568811925195e-06	-1.20293500309029e-05	8.21252662911854e-05	8.60019689283054e-05	1.02859263622208e-05	1.64280461787575e-06	-8.76959450894842e-06	0.000174067326185383	7.44539547586671e-05	3.07506335436878e-05	0.00460459126647083
1.05722833575688e-05	-3.7976326515989e-06	-8.5191596090822e-06	7.24432237557137e-06	3.15417459656722e-05	2.80188993538079e-05	9.51868737334128e-06	1.44127944256401e-05	1.9479385612681e-05	-7.02426059583632e-06	1.69787156764479e-05	4.87439976132464e-05	4.29606191008141e-05	3.61753060714319e-05	-2.67355773900794e-05	2.1652255752835e-05	0.000120836009953104	0.000124096788881534	0.00012772147847566	0.000114897025915974	3.25329666024983e-05	0.000132804431940195	3.00165162787598e-06	8.805268984662e-05	5.02998506399193e-05	0.000205044498107047	0.000648067186040479	6.65046516899239e-05	3.61413729495929e-06	1.309193612251e-05	1.41206756908503e-05	3.80199756437287e-05	1.06108008425271e-05	3.51395889546717e-05	4.45175045412553e-05	4.85305791593937e-05	9.96809362856403e-05	0.000188174614399613	0.000102948795349329	0.000322306054570997	0.000185085517306228	7.67233279749208e-06	4.84877341508431e-06	2.58123177924498e-05	2.95926115280061e-05	8.1759729526751e-06	1.29105322327045e-05	-2.17902324993513e-05	9.30966710775982e-05	0.00014587312834684	1.30289266624007e-05	4.17015552670802e-06	-1.06287397270044e-05	0.000197087622902141	8.4640975970562e-05	4.13230661935083e-05	0.00588680500417185
1.48894910222092e-05	-5.81052419185525e-06	-9.39341123388542e-06	9.02096353776971e-06	3.43525502303965e-05	3.43257192386951e-05	7.8142596453619e-06	1.18129036928344e-05	2.50393281443397e-05	-7.79278587785611e-06	4.72309283500975e-05	4.29530163536906e-05	3.31050434361707e-05	4.04149161770928e-05	-2.31762352759324e-05	2.82326454702751e-05	0.000144087915409435	0.00015089442549174	0.000150759853942134	0.000111110411268346	6.84245582196836e-05	8.27503872252773e-05	2.10029673425596e-05	8.42215922498274e-05	4.32698791755568e-05	0.000204118899960343	0.000747231038266495	7.40936938389923e-05	6.75916419861504e-06	9.17844278107509e-06	2.14946811430611e-05	4.06994191626944e-05	2.5425600160654e-05	4.66142820621187e-05	4.64836671406507e-05	5.98008577633169e-05	0.000103817693722401	0.000199717444656297	0.000130467291833382	0.000326793533811734	0.000189554712968702	8.72448080630749e-06	7.49657289720535e-06	2.98038302494408e-05	3.46829091710985e-05	1.2410251615687e-05	1.54494387691027e-05	-2.30950228032105e-05	9.62260418676285e-05	0.000186591760725037	1.38700150800565e-05	9.73512204755213e-06	-6.60092336012917e-06	0.000230139796565324	0.000102318289430065	5.60618911419213e-05	0.00683535442370445
1.64617852733698e-05	-6.30805304675617e-06	-2.74099754709556e-06	1.03565404887287e-05	3.04977324883531e-05	3.77456303467669e-05	4.26248292393522e-06	9.83561109256451e-06	1.58235022276548e-05	1.37047678157749e-05	5.18198007475194e-05	3.0789873491144e-05	2.06983597530165e-05	4.32779912031659e-05	-1.34924639758089e-05	3.21357853440077e-05	0.000166021976941417	0.000187802747647053	0.000185682197436052	0.000117327778537795	0.000134348660263966	4.59092682546406e-05	4.09849219728087e-05	8.67786631605206e-05	3.8656626437136e-05	0.000198399610928796	0.000764584058071287	8.23986227418791e-05	1.32455767421593e-05	5.48801982414153e-06	2.88032843079246e-05	4.87742198957587e-05	3.84949052750999e-05	6.00651656996493e-05	4.94778440458674e-05	7.27630176728248e-05	0.000109786932982076	0.000203995361053257	0.000149981885755494	0.000330847541026672	0.000197474364100757	9.52368986314984e-06	1.15898065606806e-05	3.44894645049532e-05	3.94809906388476e-05	1.60182010575094e-05	1.74121669740745e-05	-1.64420589184836e-05	0.000108878420912514	0.000208347938111164	1.34501774371177e-05	1.76479229607729e-05	3.81980001626122e-07	0.000271626547836982	0.000127483938255387	7.57063615421563e-05	0.00762056736781304
1.58342441296101e-05	-3.4299360833001e-06	9.38890103711842e-06	4.75915955639898e-06	2.40202271012662e-05	3.83179228388341e-05	-7.22982744486635e-07	1.20389013639067e-05	-1.79726691392588e-05	3.29497693557754e-05	4.3870633538967e-05	1.72154283710363e-05	7.86361209510026e-06	4.40504467153157e-05	-3.32951036570269e-06	2.94657831164631e-05	0.000186870448670382	0.000231595005441632	0.000231247806861525	0.000149247201551191	0.00018306675576106	2.47129277291302e-05	5.93970294235844e-05	0.000113466815803003	3.97411933887601e-05	0.000191841967048638	0.000769508376118104	9.55401725427259e-05	1.71643892000161e-05	7.9396338684767e-06	3.45613204477382e-05	6.37154544828959e-05	4.92467629642354e-05	7.31725148479366e-05	5.52888131900455e-05	8.27416774183328e-05	0.000112284150153579	0.000210782385943447	0.000170677813781222	0.000336356858203287	0.000218225576002872	1.10463866127242e-05	1.77238016786941e-05	4.01803956890729e-05	4.6387803955304e-05	1.75469860469229e-05	1.9468885989345e-05	4.6256844785703e-06	0.000131036357374669	0.000220622675329066	1.27212759299213e-05	2.65757922413781e-05	4.82955361784575e-06	0.000316415665958223	0.000159333768414217	0.000102335851232811	0.00833422542791661
1.30135481460096e-05	5.69686018696653e-06	1.35264025527177e-05	-1.02319342189376e-06	1.66542405490747e-05	3.65614132848738e-05	-7.56076888345627e-06	3.46717185923664e-05	-1.37267860110554e-05	2.46228334626099e-05	3.62583343081294e-05	2.41292338641001e-06	-4.15118270524041e-06	3.98228352632111e-05	7.59968593508248e-06	2.78776586357629e-05	0.000210119153156408	0.000283666199222882	0.000278121647782534	0.000199383166900823	0.000190119083626674	2.76230451490557e-05	7.37364632784409e-05	0.000179231712978438	5.07670638856892e-05	0.000198392834234541	0.000777874270254941	0.000117015866675889	1.6859871525889e-05	9.50687981730932e-06	3.74189341138952e-05	7.52248085050594e-05	5.69861950223707e-05	8.17407529466444e-05	6.57464664678738e-05	8.6879070111727e-05	0.000113627534933135	0.00023135845870015	0.000197639536584623	0.000343113378274388	0.000256871684921777	1.45251893211828e-05	2.62267554596333e-05	4.67350541777747e-05	5.87169737242992e-05	1.60279973769153e-05	2.38111611353021e-05	3.45290640823428e-05	0.000152585205301874	0.000233272737466017	1.40983166879446e-05	3.38239644662308e-05	3.37911200118926e-06	0.000354195547944874	0.000193805352829537	0.000129583491392167	0.00879541503537279
1.03048558818252e-05	1.33824609406889e-05	1.57606583719813e-05	1.03461271423779e-08	9.94798909888895e-06	3.29830676304301e-05	-1.64111606671094e-05	7.04208072362964e-05	-5.5736550499831e-06	1.38537102221123e-05	3.44106944051886e-05	-9.9282971962244e-06	-1.60267405263236e-05	2.63861276716514e-05	1.97300175103964e-05	3.23528132854436e-05	0.000237731257757832	0.000338640045473997	0.000326035940380058	0.000245731055602694	0.000191062745963419	7.44190343574734e-05	7.66484977929492e-05	0.000277572031593165	7.22312173457627e-05	0.000240370670794421	0.000787082117946355	0.000142531111989511	1.30480768741397e-05	4.007760077192e-08	3.70107560587461e-05	7.1704978918257e-05	6.03880525447156e-05	8.38415983137203e-05	7.92034628372548e-05	8.49793974084859e-05	0.000135615372143994	0.00026598041197737	0.000232547555774606	0.000357008465384301	0.000306014361239583	2.10252074118581e-05	3.6311784108633e-05	5.41786780744397e-05	7.92662241483313e-05	1.36543952007665e-05	3.42856483970899e-05	5.23915286260464e-05	0.000166508954499214	0.000253476133370448	2.55339558040406e-05	3.69978042140279e-05	2.03994757971059e-06	0.000383964890354379	0.0002225147063901	0.000142032575647676	0.00893501580162243
1.49953871622704e-05	1.09210346552032e-05	1.91012715391485e-05	5.20125997502082e-06	5.46709832051462e-06	2.6239984480713e-05	-1.12548847803506e-05	9.34972048805018e-05	-3.49380804837557e-06	1.22307722881663e-05	3.74734394094312e-05	-1.76532979146247e-05	-3.00222537595702e-05	1.13803672401118e-05	2.68255628968076e-05	3.70768303468406e-05	0.00027137320132366	0.00037364628571855	0.000386024750888096	0.000258132255176307	0.000175734289921612	0.00015593300251511	5.96082476874608e-05	0.000377367754546274	9.4635841027433e-05	0.000291226009381274	0.000791203346451678	0.000159004556900104	7.15830395566473e-06	-8.72557589757916e-06	3.15857684649285e-05	6.50406235943517e-05	5.34657361072449e-05	8.9738416078272e-05	9.15780960868066e-05	7.41964910663783e-05	0.000190040307427767	0.000308328529326258	0.000253413791952108	0.000401136545152898	0.000312444653299849	2.13708629259975e-05	3.72573911009084e-05	5.8555926292098e-05	0.000100282964616012	1.42784576404205e-05	3.66521542727148e-05	7.22394380880421e-05	0.000174611771866282	0.000276407578630176	4.40901477601542e-05	4.21540818770804e-05	1.35350373133423e-05	0.000432165567873219	0.000253153368542282	0.000156906173386554	0.00906744388244263
